UID	BLANK	GWEIGHT	2A4SA	2A4SA(2)	2A0SB	2A0SA	2A4SB	2A10SB	2A10SB-20	1A17SA	1A17SA-12	2A0SB(2)	2C0SB	2C7SA	1A7SB	2A10SA	2C10SA
MR-1 MC-1 R-8 C-14		1	18.60604817	19.63461538	15.30818414	30.00414124	12.09319068	25.94191919	69.38184776	15.51203758	-5.105747126	28.73141026	33.13621262	76.32384035	-18.1618123	63.15524194	22.20828164
MR-1 MC-1 R-8 C-15		1	94.88739496	6.46969697	5.951176051	16.2715311	-3.278911565	-70.73341837	1.468494272	4.313384813	15.02197802	6.936178177	11.58945982	-4.936604474	31.96299351	16.39942417	10.82529768
MR-1 MC-1 R-8 C-16		1	-85.57727273	22.60368664	8.970403074	8.883384933	10.13863946	-1.557755776	3.923684076	1.478578384	19.71020725	12.139375	11.2023413	4.256523288	22.3235818	7.045578762	-1.33120242
MR-1 MC-1 R-9 C-1		1	14002.91682	4707.655191	2531.380496	4065.921092	10187.28298	5812.432649	7120.765255	6900.776967	11770.72075	11206.16646	9774.236053	2865.692195	6539.77634	3684.737154	3053.429381
MR-1 MC-1 R-9 C-2		1	6939.807721	943.2378011	952.0328249	2020.44096	5317.946393	2866.75797	3074.769807	2181.24969	3428.570146	3663.062222	4486.893083	1420.02465	1954.696744	1031.588421	908.6710033
MR-1 MC-1 R-9 C-3		1	2255.851691	312.571875	172.2600679	411.8681494	1069.935445	508.8282407	795.3674699	520.7686047	859.0574496	1035.790153	1060.955296	311.906099	406.9647363	248.6364112	231.1889287
MR-1 MC-1 R-9 C-4		1	10208.46078	1157.49171	695.4490488	2047.035141	5094.060029	3885.772434	4607.560859	2474.999864	2956.053728	3158.140871	4505.873424	1905.454676	2348.831635	1604.347391	1320.566077
MR-1 MC-1 R-9 C-5		1	6856.990916	1004.950794	1103.884332	1927.231546	3288.777914	3627.012048	3890.476292	2101.821154	3766.627149	3043.183586	4507.371475	2120.619173	2691.100153	1408.650273	1280.59235
MR-1 MC-1 R-9 C-6		1	1952.369255	192.9349738	199.2731745	691.3236975	969.0094044	600.9821549	844.8108668	506.3947936	821.9450165	1021.470387	1146.265636	380.8376469	575.8913921	317.2016624	266.3920573
MR-1 MC-1 R-9 C-7		1	4277.308446	469.1891329	581.6838654	789.3679412	1283.757365	1150.704293	1346.792794	861.5830348	1655.643195	1727.999447	1574.098219	839.3796229	951.3458225	566.625	524.6865942
MR-1 MC-1 R-9 C-8		1	7780.265974	1228.016893	1120.136379	2897.678726	2174.319489	3135.494285	2815.259965	2029.591301	2187.496545	2444.869163	1747.056983	2532.036803	4312.826723	2608.904918	2459.813115
MR-1 MC-1 R-9 C-9		1	3004.264036	226.04743	216.2980237	588.0701754	725.4712662	901.5045223	988.6650467	394.9461886	977.2673239	875.3967007	895.3856165	499.7794176	1092.372541	467.9150463	336.7548288
MR-1 MC-1 R-9 C-10		1	6647.226626	376.7191901	275.5294643	802.6517428	849.9773167	1772.282554	2248.664749	868.2051282	1081.493618	1554.761119	1603.210101	1022.911101	1177.224946	877.5089514	697.7960358
MR-1 MC-1 R-9 C-11		1	3304.591686	212.187218	488.682161	732.8944653	591.6455942	1076.423419	999.9589281	473.8335087	1183.304579	714.3680025	1050.761444	402.9864475	621.2347174	535.366577	407.5984237
MR-1 MC-1 R-9 C-12		1	6199.172321	520.2020003	341.2668625	856.7519371	839.6399908	1703.845397	2122.13593	882.9587179	1276.549323	1748.407399	1747.279111	1606.780661	1624.33906	1138.07726	914.0513066
MR-1 MC-1 R-9 C-13		1	21078.88156	2151.857412	2741.233112	5172.335714	5335.973546	8096.469532	7914.894228	4435.41069	7787.153103	6598.229458	9261.601377	3540.298382	4737.615995	3991.122618	3078.218368
MR-1 MC-1 R-9 C-14		1	9057.32815	481.5876981	547.049785	1312.541237	1339.833186	2342.02675	1773.611807	815.5396274	1831.90458	1480.807547	1668.166289	1348.432817	1273.42343	826.3089855	700.4452174
MR-1 MC-1 R-9 C-15		1	7824.690642	524.894187	738.7101449	1538.941809	1017.22792	3195.783623	2234.070362	927.367591	2103.504139	1402.578502	2323.681824	1267.904841	1604.473503	1083.690515	867.6365144
MR-1 MC-1 R-9 C-16		1	25369.47404	3644.992526	4285.724392	8220.080686	8334.269461	14414.7801	11254.43915	4694.976392	14487.05166	10882.71162	9093.194851	6632.288578	6858.230303	4410.052207	5445.615036
MR-1 MC-1 R-10 C-1		1	2855.532852	353.2014238	415.9664179	795.0466642	927.6063428	1588.789933	1894.74606	562.1642087	847.5620937	907.5775132	1287.328213	638.448501	939.0403065	839.7102905	616.4768382
MR-1 MC-1 R-10 C-2		1	750.0682964	92.00055109	181.790276	150.6233843	240.8756541	173.3927609	213.1743977	90.07232143	217.4295808	190.3812678	136.683383	118.950938	175.2622655	76.96561245	88.34758264
MR-1 MC-1 R-10 C-3		1	4333.791723	724.4032634	1159.49234	1452.776684	1474.325819	1562.244108	1995.068013	1181.886387	1548.251906	1518.863806	1772.711582	1230.592205	1767.278931	894.1227456	827.0194847
MR-1 MC-1 R-10 C-4		1	337.6110812	43.23448276	102.5548991	85.58420061	109.9539643	91.10269726	126.1988215	54.96495806	101.985491	105.1190062	85.29610466	79.38673596	117.8245457	43.30109867	63.23031332
MR-1 MC-1 R-10 C-5		1	1112.169946	141.1228244	377.6618304	489.9443883	540.8126126	527.9650706	648.3008602	273.7092186	469.6365705	456.4130971	651.8412	379.614859	575.0845445	225.3651091	189.928991
MR-1 MC-1 R-10 C-6		1	859.9193625	132.79727	216.9739043	267.0396078	343.2876933	294.386532	403.5503138	167.4344803	286.4937523	339.2200591	345.4330389	394.361086	431.4660633	188.5661202	167.095082
MR-1 MC-1 R-10 C-7		1	5797.960246	537.6042969	582.3899509	1286.810359	1556.446439	2438.395885	2978.939978	1050.754248	1698.060985	1810.553977	2012.299346	1480.367282	1432.038121	1116.479781	936.4579235
MR-1 MC-1 R-10 C-8		1	1442.355391	211.4815986	699.2108677	813.3882894	619.1487564	901.7950134	1080.444779	505.0188862	808.6223443	597.4156535	694.8590442	618.0924003	882.8022369	474.7464364	367.5290786
MR-1 MC-1 R-10 C-9		1	1321.596964	254.3430736	727.7518868	802.5294989	580.0508798	580.2487799	868.3083851	300.8564489	500.1665634	662.3884229	561.5970516	701.7241436	711.1964152	477.4800725	397.0851449
MR-1 MC-1 R-10 C-10		1	1608.026645	201.6261008	962.7889632	559.6143995	462.1057072	710.6505425	900.9177082	513.9024981	804.1075674	663.8941215	498.3015634	719.5327797	871.555507	599.2164493	450.0452174
MR-1 MC-1 R-10 C-11		1	3516.235897	285.3744115	500.6693178	624.5670194	1303.418891	1076.339562	962.4813665	545.8689152	1906.328062	1377.171976	1131.97388	734.5180223	816.1151515	557.8687601	494.248591
MR-1 MC-1 R-10 C-12		1	4209.062599	704.0576923	636.0168067	1118.695989	1866.119112	1383.949284	1860.817877	949.334374	2302.337071	2353.841655	1434.854483	1036.293515	1293.592594	897.3159227	764.8633176
MR-1 MC-1 R-10 C-13		1	610.2240143	96.34978751	147.5117445	308.7859238	270.3112699	364.3010608	496.8963079	265.1616883	296.8720844	370.7608796	321.2505456	340.0675745	540.8083747	333.2785765	266.1913874
MR-1 MC-1 R-10 C-14		1	864.5603896	109.1097907	205.8889587	289.6383472	243.3311566	353.9056136	619.7002883	258.1250145	318.4513304	326.6522265	370.7375994	342.2582973	382.7619554	336.5989071	235.3180328
MR-1 MC-1 R-10 C-15		1	3031.17757	247.4004155	452.0919492	709.9471079	534.1655035	769.2274557	1130.829134	472.1715661	649.0265497	678.1307434	690.9809365	748.7621105	866.6222586	572.9000781	433.9060695
MR-1 MC-1 R-10 C-16		1	1241.954986	214.6157239	580.1636142	824.6195652	473.3786232	713.0649151	1085.585656	501.645225	527.4648026	684.4244993	610.7242952	563.4453253	753.3764566	719.1210383	552.0384075
MR-1 MC-1 R-11 C-1		1	5494.16813	608.164601	798.163393	1203.016078	1132.351648	2306.805556	2436.992885	699.1682949	1366.890874	1384.935444	1761.084544	1050.138527	1381.021132	1200.533333	831.0393443
MR-1 MC-1 R-11 C-2		1	7107.365983	880.4697479	1267.378446	2033.961921	1656.62137	2189.098148	2029.346014	1288.597964	2339.906699	2337.568039	1692.215433	1165.354577	1790.051211	1078.639259	1593.29266
MR-1 MC-1 R-11 C-3		1	9829.05164	1272.962781	862.4406724	1484.884981	2955.551025	2482.80457	3535.866304	1825.33731	3145.464646	3704.706738	3338.91957	1849.721569	2011.758974	1338.755228	1246.881071
MR-1 MC-1 R-11 C-4		1	1707.837482	172.814777	196.6976481	452.4223844	878.2691358	745.3701288	891.5431965	394.5079897	557.973318	645.0748299	916.3096314	317.0882051	426.1736752	264.8541063	252.9856683
MR-1 MC-1 R-11 C-5		1	2358.782888	168.6338515	201.0565476	441.1292065	645.5831853	789.2908315	939.3436166	343.0775613	490.2369146	451.6504974	831.1795154	376.1063646	508.2137926	322.831391	244.6630904
MR-1 MC-1 R-11 C-6		1	12111.01293	1791.977249	1359.755098	2997.879569	5383.422842	4274.36872	6149.687979	3663.178928	5545.295127	6524.507322	6940.536886	3160.179008	3832.778263	2527.000412	2243.569942
MR-1 MC-1 R-11 C-7		1	20054.2598	1934.600104	3090.924599	5451.615183	9175.51566	8310.969924	8435.017809	4756.553261	8432.037873	8780.511564	10306.46835	4117.212797	5578.312313	3868.578986	3058.596087
MR-1 MC-1 R-11 C-8		1	18590.39772	2518.461591	3604.293103	6939.835366	9729.492939	10254.73298	9455.424694	5827.481294	9879.936659	11398.94476	11144.32238	4438.292832	6995.998689	4543.007246	4399.827899
MR-1 MC-1 R-11 C-9		1	3955.498909	368.8093388	705.1422018	722.9314528	749.3402318	921.5652778	1288.517188	559.8794127	1018.46557	1188.940768	804.6138302	950.1252022	958.6082884	496.927971	480.0737681
MR-1 MC-1 R-11 C-10		1	3202.753339	284.5552873	283.7882301	627.0321832	1132.411944	870.0501229	968.6382045	607.8820988	1182.404104	1170.44823	1052.942177	762.2033487	1019.971417	423.5868692	412.2914047
MR-1 MC-1 R-11 C-11		1	4163.443164	432.9812185	687.1317312	972.563157	1393.564991	1438.678805	1519.45201	831.6803296	1812.409263	1689.147226	1329.699716	1002.404608	1050.827157	744.6618942	704.9111964
MR-1 MC-1 R-11 C-12		1	4837.120478	433.8596896	660.0036131	949.7297712	822.7309524	1258.536357	1419.917633	609.806322	1070.387375	1216.174203	870.0044556	1017.721986	1141.646596	738.4526915	820.9951346
MR-1 MC-1 R-11 C-13		1	7793.896791	633.4866667	973.2445394	2142.575022	1653.094004	2764.933043	2746.535956	1399.785306	2117.524621	2174.84661	2389.176459	1966.14749	2512.784299	1455.336677	1284.914165
MR-1 MC-1 R-11 C-14		1	2349.195035	234.855224	546.5098306	630.4600679	422.5033113	835.7739192	1152.087103	395.5789955	539.8884399	641.242141	597.1832354	846.7657068	1056.646921	616.5239085	520.5243792
MR-1 MC-1 R-11 C-15		1	7804.281612	690.6279884	875.2976627	1642.17309	1296.718982	1829.713251	2084.5312	1295.982541	2081.067628	2312.278846	2329.767606	1768.146258	2232.358833	985.3930693	851.5958935
MR-1 MC-1 R-11 C-16		1	2008.243767	213.5570982	339.7213439	583.7502543	333.2562579	680.2498424	793.5236842	313.8179231	447.0098172	594.0268293	570.4824091	898.7873151	882.8694662	612.0894649	442.6128763
MR-1 MC-1 R-12 C-1		1	-47.95478794	4.555478502	-1.577902196	199.6025578	5.680319946	9.136642725	265.3877435	110.0684174	3.897368421	5.569490211	57.19694836	14.07471721	259.4730042	435.0245098	-1.234391125
MR-1 MC-1 R-12 C-2		1	2310.561284	322.1704995	329.6671456	24.32158318	1072.189875	864.0380917	1223.279594	18.24031008	1235.859168	1374.61476	1654.350725	423.3116883	1015.841991	564.4765522	407.7341047
MR-1 MC-1 R-12 C-3		1	3514.870002	2492.311654	894.8739454	2094.608427	3686.200186	2844.86527	4261.877829	3609.181287	4646.527604	6113.521171	3957.196357	1614.38121	4864.090787	1845.715958	1846.568766
MR-1 MC-1 R-12 C-4		1	11847.52393	1316.436039	2391.571875	4040.123977	3365.557319	3194.635757	4029.963175	2312.476161	3078.254974	2723.079104	2818.226203	3855.853995	4440.07438	2033.459091	1618.225823
MR-1 MC-1 R-12 C-5		1	22269.21269	3217.130619	7114.223179	9665.836472	6582.892585	6824.880668	9189.938633	4762.999325	5173.869149	5839.499363	5303.019689	7418.2229	9969.805604	3765.326469	2331.257245
MR-1 MC-1 R-12 C-6		1	2945.638353	393.4591716	1050.784601	128.7721445	13.12171793	15.08486239	28.9474917	0.812643678	1150.979055	1039.833402	1354.126899	2.594005994	-0.991974692	30.19271582	6.645296783
MR-1 MC-1 R-12 C-7		1	5341.149802	741.123933	1476.210344	1640.28234	1596.17864	1643.969204	2205.795164	1114.113971	1199.191358	2717.530642	1955.473779	1770.048584	2049.156863	1145.773102	794.4346165
MR-1 MC-1 R-12 C-8		1	7408.689553	1284.570833	2642.983268	3552.555988	2211.525185	2459.919243	3467.499847	1625.931224	2151.876588	2759.221489	2079.015461	3251.00306	3711.082963	2035.675337	1472.433249
MR-1 MC-1 R-12 C-9		1	4716.819385	796.4462994	1811.670707	3177.883084	1765.288566	1271.008277	1978.618519	1696.891667	1709.545374	2430.918293	2196.085185	2376.859457	3177.185941	1034.997834	1033.737232
MR-1 MC-1 R-12 C-10		1	9874.379974	1129.559144	803.2706587	2157.734233	44.384	2955.581381	3821.705905	13.34965278	29.76817659	17.59028027	18.0609987	0.398297795	14.33206573	27.98632618	1.473207503
MR-1 MC-1 R-12 C-11		1	2300.819672	148.125963	163.9696809	394.0627708	394.0013378	428.1105119	680.4237195	264.884064	13.6290489	515.2416667	499.0529627	501.0576263	576.4108728	323.5668388	264.8253012
MR-1 MC-1 R-12 C-12		1	3011.007639	584.7428241	490.1480843	904.4894222	726.9011319	774.4281955	1278.477633	929.9926976	24.71476382	2580.244898	2053.893917	1519.487312	1737.797295	681.7129769	562.8177083
MR-1 MC-1 R-12 C-13		1	7502.685431	733.497318	1099.258938	1595.286809	1507.946454	1934.419123	2204.301779	1015.793706	1499.974172	2379.343797	1896.296676	2035.586903	2059.962394	1233.85475	1188.387681
MR-1 MC-1 R-12 C-14		1	3528.287156	360.3522695	373.5392603	565.0491783	462.8096916	863.5614186	1322.196858	441.1320588	441.862185	882.2972521	799.4565826	812.6755495	881.1153083	556.3590164	481.5345844
MR-1 MC-1 R-12 C-15		1	9011.395235	1281.188299	2416.127436	4577.756463	1768.551701	3445.661706	5256.865429	1684.991261	1717.454421	4007.569935	2797.995185	3700.707265	5004.363127	3118.40942	1989.069989
MR-1 MC-1 R-12 C-16		1	-157.9363515	12.16316199	-19.12908805	247.0260319	10.59890411	-20.89067668	301.8818103	117.2610097	10.39391907	92.42875246	169.1805556	38.96608947	250.9505772	279.4172006	35.18240992
MR-1 MC-2 R-1 C-1		1	-416.2432432	52.06278525	128.0876283	482.9229692	-11.80249408	40.79476861	351.0212133	273.2743121	65.75169607	100.7204253	284.3171101	30.76864295	449.2639877	1020.681113	39.18030303
MR-1 MC-2 R-1 C-2		1	3049.792982	201.2953212	151.5305556	1491.167768	343.5493065	567.7477473	2282.679714	707.9786369	626.1572327	685.7447993	884.3081678	397.6318747	2026.37231	2303.719996	297.6539876
MR-1 MC-2 R-1 C-3		1	1184.135989	36.71418427	56.99293286	507.9003997	110.8942595	200.1177876	960.0381627	325.0036685	127.5312898	175.9172846	306.6994323	193.2266746	950.5956938	1085.266612	189.3123638
MR-1 MC-2 R-1 C-4		1	4856.634561	365.2222287	440.5831169	955.786572	699.5600427	945.5886232	798.3864028	532.7484457	1314.03953	1321.278947	646.4405016	699.1557036	950.240533	533.4612737	555.6138554
MR-1 MC-2 R-1 C-5		1	6100.383696	461.8876526	354.3235322	1215.094742	816.3059511	1261.694485	1743.456396	993.7724783	1211.763728	1840.073686	1483.164327	1384.363654	1566.329382	825.7691077	866.3693603
MR-1 MC-2 R-1 C-6		1	1221.375624	115.793943	100.4140284	325.8616704	342.0778929	442.5982035	395.8329253	296.7554932	763.8730546	681.6681869	701.8216165	226.5083866	380.8111065	175.8585859	125.8703704
MR-1 MC-2 R-1 C-7		1	606.3673469	38.59423641	50.19403132	182.9127064	94.6723735	420.8572648	346.0048182	93.93492992	185.4137097	222.6165551	327.508493	302.8869048	452.799359	170.9748762	105.6729534
MR-1 MC-2 R-1 C-8		1	2369.974798	313.9721762	195.4763258	695.2350949	697.2171053	987.1295776	1453.734098	721.0495083	1462.580507	1664.829241	1677.682308	1453.459377	1139.506643	951.2121578	713.6909018
MR-1 MC-2 R-1 C-9		1	452.3176471	42.20980212	45.494587	116.8021992	49.46809383	84.06583851	236.554809	74.50792254	120.9732615	152.6270908	114.7674358	142.0354091	-677.9545671	164.4428483	105.4301823
MR-1 MC-2 R-1 C-10		1	1205.504743	61.14836601	68.08108447	193.2261905	90.27510502	305.3629965	343.6358696	90.22200846	268.091003	246.7297619	300.2390958	206.5774077	490.4799386	149.4289895	108.7842261
MR-1 MC-2 R-1 C-11		1	2043.259884	80.08256358	88.54369031	352.2677109	172.4771207	366.1999166	548.8776452	113.0517333	326.960396	419.4525464	578.2640199	303.5128866	549.2906743	213.5368976	162.1539282
MR-1 MC-2 R-1 C-12		1	-12.41049645	2.867781155	-1.821180556	14.94400932	5.700218221	-7.271632217	20.0142931	-11.04281286	0.103740157	8.985322461	7.525104109	-7.819319813	-91.28059943	3.361551724	4.300344828
MR-1 MC-2 R-1 C-13		1	26.49863014	6.940630798	13.39748369	-4.143794484	-31.56447964	4.503790524	18.7246816	-8.650360144	4.845960302	16.56495575	-3.476785714	-15.68819777	-111.3971292	-7.139814374	3.945961107
MR-1 MC-2 R-1 C-14		1	-16.40987743	0.007716049	24.40735931	-7.218281148	6.505916031	154.458969	-24.44260204	2.999883287	-1.619995424	5.50458568	9.372202057	21.53917839	37.47481217	12.29620563	11.67911057
MR-1 MC-2 R-1 C-15		1	-19.08686113	-0.982273603	21.90857143	0.864458443	-2.32749713	1.985991379	41.57034654	-4.056377149	-3.729698709	5.902092165	114.2665119	8.290133478	-88.14285714	-6.171054213	2.550847458
MR-1 MC-2 R-1 C-16		1	-98.2868705	2.103713768	-18.15425287	254.8922051	-0.850970644	41.44017495	-205.9675643	120.4370209	12.13592233	213.7037364	240.6501279	-18.96315789	-493.835589	585.3517666	-0.509432739
MR-1 MC-2 R-2 C-1		1	15414.11926	1850.264872	2607.026808	4351.422858	3688.074419	6550.654702	6113.301435	2160.670414	4521.513626	6988.66451	5141.736622	3434.709403	4027.390575	2560.577894	3050.200084
MR-1 MC-2 R-2 C-2		1	14494.72865	834.812627	1131.426389	1695.823302	1521.950493	3464.092906	2305.295445	1042.14177	2802.657731	2429.382361	2647.913944	1350.191969	1418.11252	1036.177938	1094.946181
MR-1 MC-2 R-2 C-3		1	29879.67045	1873.021402	4736.85702	9112.423017	4102.858563	11422.04204	6568.644807	4034.42499	8396.56008	6396.373535	4753.966617	7084.610018	12156.09461	5717.513808	7433.705475
MR-1 MC-2 R-2 C-4		1	5175.999231	222.7305072	317.5780731	824.0141194	487.8915751	1278.951961	1000.581538	489.8463715	822.5960411	898.0689394	1357.373115	703.7546273	845.8065767	490.1290901	376.3886523
MR-1 MC-2 R-2 C-5		1	3024.02588	132.7708362	196.8974288	439.7333738	227.2653723	1024.986423	735.6434985	197.2972878	392.0978431	503.7986284	604.9689655	612.1806265	743.4445137	400.7303872	315.681734
MR-1 MC-2 R-2 C-6		1	40124.86029	2511.276335	3856.037707	6193.507918	4557.573408	12034.42016	8227.887996	3437.369874	7352.596899	10510.90252	9980.337041	7606.090469	7769.983594	3454.212851	4005.373494
MR-1 MC-2 R-2 C-7		1	11199.60801	654.8680519	887.2885449	1838.763158	1032.691569	4360.15659	3209.819412	774.9369394	1787.01069	2824.287356	2969.29875	2849.773058	3040.733654	1380.561071	1282.322875
MR-1 MC-2 R-2 C-8		1	6757.146122	542.3540559	1058.214951	2013.591721	969.5927575	3277.481155	2480.726852	893.9871666	1991.179162	2323.38075	1991.835295	2186.256748	2477.975888	1428.283523	1602.351015
MR-1 MC-2 R-2 C-9		1	12590.10586	951.8325861	1272.946602	2197.450493	1822.213252	2930.772862	1911.339986	1002.723765	3085.675883	3723.147025	2420.891431	1609.026651	1683.41713	932.4228055	1398.645697
MR-1 MC-2 R-2 C-10		1	2396.448026	123.7775566	189.0381957	394.8475377	172.7624113	695.8993182	646.345	136.7299712	358.5813675	371.7838238	550.1036873	484.6120065	830.8732463	326.5737813	297.7051219
MR-1 MC-2 R-2 C-11		1	21574.06956	1263.074209	1285.042055	3000.509194	1987.386823	9862.095041	5452.555191	1433.419635	2861.409902	6432.896597	5995.390327	4416.645238	3134.632206	2455.364884	2474.997633
MR-1 MC-2 R-2 C-12		1	22400.49367	3035.637472	4928.77499	6460.923835	3771.634068	12460.30501	17001.49356	4056.186855	5122.516641	13602.64944	12058.23596	14735.5187	11345.1735	13085.84597	10648.0765
MR-1 MC-2 R-2 C-13		1	11900.15724	785.7123333	1901.824617	2548.653226	1842.709804	7265.825077	5318.160082	1028.996084	4002.930858	4537.278582	4971.657422	3240.895729	3960.481767	2781.975392	2494.690686
MR-1 MC-2 R-2 C-14		1	3342.672705	229.6063297	276.6158037	639.6237163	376.4468793	1841.940597	952.5168269	253.0997575	1050.791126	1033.458955	765.0501792	560.8393446	579.2408377	405.7213224	412.155669
MR-1 MC-2 R-2 C-15		1	4816.920907	139.3302837	361.9624044	704.4336906	464.5304035	1219.877221	1183.5154	150.1947536	1110.848045	1720.427019	2319.528333	568.0945636	705.8461235	502.2202751	409.0039452
MR-1 MC-2 R-2 C-16		1	12843.89303	348.1093514	861.0505585	1178.227641	1096.329907	2244.091143	1390.770998	381.4905178	1796.183821	1596.724296	1976.38484	1206.637377	1591.498307	690.6083204	577.3828842
